Overview

Overview                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               

IMPROVE Data Use: For journal publications, please inform Loretta Wilson (loretta.wilson@colostate.edu) of the planned publication.  Drafts of publications will be reviewed upon request for issues that could affect the data interpretation.

Preferred Reference: Please reference the Malm,et al. (1994) article below when using IMPROVE data.

Malm, W. C., J. F. Sisler, D. Huffman, R. A. Eldred, and T. A. Cahill (1994), Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370.

Preferred Acknowledgment:  IMPROVE is a collaborative association of state, tribal, and federal agencies, and international partners.  US Environmental Protection Agency is the primary funding source, with contracting and research support from the National Park Service. The Air Quality Group at the University of California, Davis is the central analytical laboratory, with ion analysis provided by Research Triangle Institute, and carbon analysis provided by Desert Research Institute.  

(Also: Prior to use, all data users are encouraged to review the IMPROVE data advisories located on the IMPROVE website: http://vista.cira.colostate.edu/IMPROVE/Data/QA_QC/Advisory.htm)

Regional Haze Implementation Guidance Documents: http://vista.cira.colostate.edu/IMPROVE/Publications/GuidanceDocs/guidancedocs.htm

Revised IMPROVE Algorithm (Microsoft Word document): http://vista.cira.colostate.edu/IMPROVE/Publications/GrayLit/019_RevisedIMPROVEeq/RevisedIMPROVEAlgorithm3.doc

Natural Haze Levels II:Application of the New IMPROVE Algorithm to Natural Species Concentrations Estimates (Microsoft PowerPoint document): http://vista.cira.colostate.edu/IMPROVE/Publications/GrayLit/029_NaturalCondII/naturalhazelevelsIIreport.ppt
  

Datasets

Dataset                 Code     StartDate             EndDate                 Frequency   NumRecords  
IMPROVE RHR Metrics II  IMPRHR2  3/2/1988 12:00:00 AM  12/29/2019 12:00:00 AM  1-in-3 day  11671690    

Sites

Site       Code   Dataset  Country  State  County  AQSCode    Latitude  Longitude  Elevation  StartDate   EndDate     DemographicCode  LandUseCode  StreetAddress  LocDesc  Sponsor  ProgramKey  NumPOCs  
Bondville  BOND1  IMPRHR2  US       IL     17019   170191001  40.05200  -88.37330  263        03/08/2001  12/29/2019  -999             Unknown      -999           -999     EPA      IMPROVE     1        

Parameters

ParamID  ParamCode  ParamName                       AQSCode  Units    Description                                                                                                                                                                                                                                                                                                                                                                                                          
907      ammNO3f    Ammonium Nitrate (Fine)         88344    µg/m^3   -999                                                                                                                                                                                                                                                                                                                                                                                                                 
900      ammSO4f    Ammonium Sulfate (Fine)         88339    µg/m^3   If particulate Sulfur (Sf) is non-null, then ammSO4f is calculated as 4.125 * Sulfur.  Otherwise, it is calculated as 1.375 * Sulfate (SO4f).  If the concentration of the base parameter (Sf or SO4f) is below the minimum detection limit, then 0.5 * MDL is used.  (NOTE:  The calculation procedure for RHR datasets differs from this. Please see the RHR guidance documents detailed calculation procedures.)  
114      ECf        Carbon, Elemental Total (Fine)  88307    µg/m^3   From TOR carbon fractions (E1+E2+E3-OP)                                                                                                                                                                                                                                                                                                                                                                              
911      SOILf      Soil (Fine)                     88348    µg/m^3   -999                                                                                                                                                                                                                                                                                                                                                                                                                 

Site History

History  Dataset  EntryType  EntryDate  Description  

Dataset History

History  EntryType  EntryDate  Description  

Status Flags

Status Flag  Description                                                                         
H1           Historical data that have not been assessed or validated.                           
I0           Invalid value - unknown reason                                                      
I1           Invalid value - known reason                                                        
I2           Invalid value (-999), though sample-level flag seems valid (SEM)                    
M1           Missing value because no value is available                                         
M2           Missing value because invalidated by data originator                                
M3           Missing value due to clogged filter                                                 
NA           Not available from source data                                                      
V0           Valid value                                                                         
V1           Valid value but comprised wholly or partially of below detection limit data         
V2           Valid estimated value                                                               
V3           Valid interpolated value                                                            
V4           Valid value despite failing to meet some QC or statistical criteria                 
V5           Valid value but qualified because of possible contamination                         
V6           Valid value but qualified due to non-standard sampling conditions                   
V7           Valid value set equal to the detection limit (DL) since the value was below the DL  
VE           Valid value during air quality event                                                
VM           Valid modeled value                                                                 
VS           Valid substituted value                                                             

Data

Dataset  SiteCode  POC  Date        ammNO3f:Val  ammSO4f:Val  ECf:Val  SOILf:Val  
IMPRHR2  BOND1     1    01/02/2010  7.48032      1.82473      0.2484   0.23072    
IMPRHR2  BOND1     1    01/05/2010  10.93662     2.46898      0.3254   0.38518    
IMPRHR2  BOND1     1    01/08/2010  4.10723      1.44631      0.2019   0.28902    
IMPRHR2  BOND1     1    01/11/2010  9.11901      2.0752       0.2727   0.30512    
IMPRHR2  BOND1     1    01/14/2010  6.00276      2.5761       0.6254   0.53536    
IMPRHR2  BOND1     1    01/17/2010  2.30923      3.63268      0.1947   0.03635    
IMPRHR2  BOND1     1    01/20/2010  7.20401      4.3251       0.3246   0.30854    
IMPRHR2  BOND1     1    01/23/2010  4.94522      4.54723      0.4639   0.3942     
IMPRHR2  BOND1     1    01/26/2010  1.12591      2.32984      0.0319   0.56802    
IMPRHR2  BOND1     1    01/29/2010  5.66         1.69125      0.2707   0.25814    
IMPRHR2  BOND1     1    02/01/2010  11.235       3.49124      0.4965   0.44845    
IMPRHR2  BOND1     1    02/04/2010  16.3354      6.00014      0.6275   0.4786     
IMPRHR2  BOND1     1    02/07/2010  5.00391      2.56963      0.2464   0.21702    
IMPRHR2  BOND1     1    02/10/2010  3.52751      1.22141      0.0826   0.16171    
IMPRHR2  BOND1     1    02/13/2010  8.70879      3.40213      0.2234   0.24188    
IMPRHR2  BOND1     1    02/16/2010  5.8446       1.46937      0.1174   0.24097    
IMPRHR2  BOND1     1    02/19/2010  19.60374     2.91081      0.4833   0.51557    
IMPRHR2  BOND1     1    02/22/2010  8.72092      5.86917      0.386    0.35502    
IMPRHR2  BOND1     1    02/25/2010  3.52286      1.79829      0.1451   0.228      
IMPRHR2  BOND1     1    02/28/2010  8.58185      1.58408      0.2058   0.4001     
IMPRHR2  BOND1     1    03/03/2010  4.06144      2.29259      0.1741   0.30278    
IMPRHR2  BOND1     1    03/06/2010  8.18595      2.56839      0.3661   0.37019    
IMPRHR2  BOND1     1    03/09/2010  7.79018      5.83329      0.8998   0.5842     
IMPRHR2  BOND1     1    03/12/2010  2.97642      2.15354      0.2482   0.26066    
IMPRHR2  BOND1     1    03/15/2010  1.53678      2.09406      0.2095   0.27824    
IMPRHR2  BOND1     1    03/18/2010  4.39245      3.35515      0.5008   0.42232    
IMPRHR2  BOND1     1    03/21/2010  4.35014      2.14104      0.3012   0.35021    
IMPRHR2  BOND1     1    03/24/2010  2.51563      3.91628      0.8585   1.05184    
IMPRHR2  BOND1     1    03/27/2010  2.33026      2.98543      0.2968   0.48938    
IMPRHR2  BOND1     1    03/30/2010  2.32471      3.5454       0.3632   0.75555    
IMPRHR2  BOND1     1    04/02/2010  0.61959      3.1369       0.4041   2.4463     
IMPRHR2  BOND1     1    04/05/2010  1.032        4.87208      0.3017   1.11585    
IMPRHR2  BOND1     1    04/08/2010  0.69957      1.21914      0.0752   0.26981    
IMPRHR2  BOND1     1    04/11/2010  2.86548      3.38106      0.697    1.47048    
IMPRHR2  BOND1     1    04/14/2010  3.23893      6.03768      0.7579   1.64116    
IMPRHR2  BOND1     1    04/17/2010  0.60733      1.13194      0.1814   1.08176    
IMPRHR2  BOND1     1    04/20/2010  2.39772      2.58501      0.4205   1.07155    
IMPRHR2  BOND1     1    04/23/2010  6.18052      6.26588      0.5188   1.53268    
IMPRHR2  BOND1     1    04/26/2010  1.26639      1.73572      0.1596   0.95367    
IMPRHR2  BOND1     1    04/29/2010  1.016        3.08336      0.2525   0.96868    
IMPRHR2  BOND1     1    05/02/2010  0.79451      2.17903      0.0821   0.56351    
IMPRHR2  BOND1     1    05/05/2010  0.37449      1.79937      0.34201  1.22722    
IMPRHR2  BOND1     1    05/08/2010  0.38855      1.65078      0.0694   0.41829    
IMPRHR2  BOND1     1    05/11/2010  0.84572      2.66809      0.1814   0.45473    
IMPRHR2  BOND1     1    05/14/2010  0.43834      1.52035      0.1245   0.24648    
IMPRHR2  BOND1     1    05/17/2010  1.68035      1.82688      0.3077   0.4029     
IMPRHR2  BOND1     1    05/20/2010  1.85489      6.61609      0.3676   0.52568    
IMPRHR2  BOND1     1    05/23/2010  0.53483      4.84588      0.3465   0.46213    
